login,location,bio,pronouns,createdAt
Username_65523,Florida,Aspiring DevOps Engineer - Selfhoster,,2022-01-13T12:42:04Z
Username_65524,Nairobi/Kenya ,"I am a Frontend developer. Creative, ready and open to learn more

",,2022-01-13T12:46:45Z
Username_65525,Visakhapatnam,"Hey, Divya this side. An Engineering graduate passionate about creating impactful solutions and continuous learning.",she/her,2022-01-13T12:46:29Z
Username_65526,Ahmednagar,"I am the student , who trying approve myself . ",,2022-01-13T12:47:28Z
Username_65527,"Jönköping, Sweden",Web Devloper & Tech Lead Umbraco at @toxicinteractive ,,2022-01-13T12:41:34Z
Username_65528,"No. 1 Yanqi Lake East Road, Huairou District, Beijing City.",I am zhangjunjie，a student in University of Chinese Academy of Sciences “I want to learn on GitHub and contribute my part to this community.”,,2022-01-13T12:42:21Z
Username_65529,Nairobi,Tech enthusiast,,2022-01-13T12:44:13Z
Username_65530,Oslo,Hi! My name is Audun Sandum (But you can just call me Aiden) and I am a Security Researcher and a self taught Software Engineer who loves to code all day ,,2022-01-13T12:49:22Z
Username_65531,CodeSpace,"Highschool, Programmer, 17, I like learning new things and I game and help develop servers mainly for FiveM",,2022-01-13T12:43:37Z
Username_65532,Uzbekistan Tashkent,Software engineer & Programming enthusiast,he/him,2022-01-13T12:47:36Z
Username_65533,Shanghai,blahblah,she/her,2022-01-13T12:54:13Z
Username_65534,Pernambuco (BR),Analyst QA / Cypress Automação / JavaScript / Testes Automatizados Api,,2022-01-13T12:57:33Z
Username_65535,Germany / Munich,Technische Universität München // M.Sc. Computational Science ,,2022-01-13T12:52:34Z
Username_65536,Freelance Full Stack Engineer,CTO @joyne,,2022-01-13T12:50:46Z
Username_65537,binangonan,giatay,,2022-01-13T12:52:01Z
Username_65538,Indonesia,Creactive Indonesia merupakan startup yang berdiri tahun 2022. Kami memiliki visi dan misi mewujudkan solusi dan inovasi aplikasi di Indonesia.,,2022-01-13T12:59:56Z
Username_65539,Bangalore,Data scientist,,2022-01-13T12:52:53Z
Username_65540,India,"👋 Hi

",,2022-01-13T12:59:59Z
Username_65541,"coimbatore,Tamil nadu,India.",loves to play Turn based RPG games,,2022-01-13T12:55:14Z
Username_65542,Lowell MA,working at UKG currently,,2022-01-13T12:57:30Z
Username_65543,Bangalore,"I am an aspiring and diligent Java Developer. Determined problem solver, with 600+ hours of hands-on coding experience.",,2022-01-13T13:03:07Z
Username_65544,Canada,Solution-driven data analyst and BI developer with passion and flair for numbers and data analytics.,she/her,2022-01-13T13:03:16Z
Username_65545,Portugal ,"
",he/him,2022-01-13T13:00:17Z
Username_65546,Buenos Aires,"El Centro de Estudios sobre Población, Empleo y Desarrollo (CEPED) es un espacio académico de Investigación y Docencia. Fue creado en 1993, producto del interés",,2022-01-13T13:04:04Z
Username_65547,Brazil,"Hi, i'm Bruno and i'm a QA with focus in automated tests using many tools. I'm able to manual tests too. Sometimes i take the risks and i develop in Python too.",,2022-01-13T13:08:50Z
Username_65548,India,I am Aadi Apoorva I love to code and play basketball I am also studying in 7th as of 2021 ,,2022-01-13T13:09:32Z
Username_65549,"Depok, West Java", ,he/him,2022-01-13T13:07:25Z
Username_65550,İstanbul,Yalova University - Computer Engineering,,2022-01-13T13:09:27Z
Username_65551,"Camerino, MC",Computer Science for Digital Communication Student.,he/him,2022-01-13T13:09:00Z
Username_65552,"Dubai, United Arab Emirates",The official GitHub account of AltSwitch project.,,2022-01-13T13:08:49Z
Username_65553,"Batam, Indonesia","Do Your Best Every Single Day 👌👌
",he/him,2022-01-13T13:09:32Z
Username_65554,"Ottawa, Ontario, Canada","Interactive Media Designer from Algonquin College in Ottawa, ON, Canada.",,2022-01-13T13:02:11Z
Username_65555,Palma de Mallorca,"My goal is to become a front end developer in one year. Right now I'm learning, coding. I like challenges.",,2022-01-13T13:08:22Z
Username_65556,São Paulo,SRE,,2022-01-13T13:06:51Z
Username_65557,Nghệ An,Fb : Hoàng Dũng,,2022-01-13T13:05:45Z
Username_65558,Chennai,Senior Software Engineer in Zuci Systems,,2022-01-13T13:05:26Z
Username_65559,India,Game Developer / C# ,he/him,2022-01-13T13:01:44Z
Username_65560,Santana do Acaraú - CE,Estudante de Ciências da Computação | Desenvolvedor,,2022-01-13T13:08:38Z
Username_65561,"Weihai, ShanDong Province",PhD candidate.,,2022-01-13T13:03:39Z
Username_65562,Zhytomur,"Maksym Semenchuk, ZTU EDU",,2022-01-13T13:00:43Z
Username_65563,"Haidian,Beijing,China","I am Xingchen Zhan, a student in University of Chinese Academy of Sciences.",,2022-01-13T13:03:14Z
Username_65564,भारत,"Mechanical Engineer
",,2022-01-13T13:07:16Z
Username_65565,France,PhD student in Universite de Poitiers.,,2022-01-13T13:06:46Z
Username_65566,"Bengaluru,karnataka", A Passionate full Stack Web Developer skilled in MERN tech skills. React JS | Redux | JavaScript | NodeJS | Express | MongoDB,,2022-01-13T13:14:26Z
Username_65567,"Malang, East Java, Indonesia",Software Engineer,he/him,2022-01-13T13:14:54Z
Username_65568,Turkey,"Web Developer
",,2022-01-13T13:17:00Z
Username_65569,İstanbul,Flutter Developer,,2022-01-13T13:12:00Z
Username_65570,"Venturosa, PE, Brazil","Self-taught Fullstack Developer with expertise in Angular, React, and Node, committed to excellence and ongoing self-improvement 🥂",,2022-01-13T13:16:34Z
Username_65571,Republic of Korea,Back-End developer,,2022-01-13T13:19:46Z
Username_65572,Port Harcourt,Software Engineer... | Python programmer... | Computer Engineering...,,2022-01-13T13:18:21Z
Username_65573,"Daegu, South Korea",The most important thing for happiness is who is next to you,,2022-01-13T13:14:29Z
Username_65574,vor PC,programmieren aus dem Porsche. Hope u follow me.,,2022-01-13T13:11:24Z
Username_65575,Rangpur,Just a man. Probably offline social.,,2022-01-13T13:17:45Z
Username_65576,Lahore,"Frontend Developer | React.js Enthusiast

I'm a passionate Frontend Developer with a strong focus on building dynamic, user-friendly interfaces using React.js",he/him,2022-01-13T13:15:25Z
Username_65577,United Kingdom,"Code is like humor. When you have to explain it, it’s bad.",,2022-01-13T13:16:43Z
Username_65578,Agra,"""13-year-old AI/ML enthusiast. Learning Python to become a research scientist, follow my GitHub journey."" @ArmyPublicSchoolAgra",,2022-01-13T13:10:11Z
Username_65579,Myanmar,"be happy for all
",,2022-01-13T13:18:37Z
Username_65580,Luzern / CH,"Started to IT 1,5 year ago and still improving,
Finished AWS and Microsoft Azure.
Studying on DevOps (Docker, Kubernetes)",he/him,2022-01-13T13:17:45Z
Username_65581,England,Aspiring Data Analyst. Actively looking for work as Data Analyst or similar roles.,he/him,2022-01-13T13:15:05Z
Username_65582,"Batam City, Kepulauan Riau, Indonesia",Student At Universitas Universal,,2022-01-13T13:14:29Z
Username_65583,Brasil,ꜱʏꜱᴛᴇᴍꜱ ᴅᴇᴠᴇʟᴏᴘᴍᴇɴᴛ ꜱᴛᴜᴅᴇɴᴛ │ ꜱʏꜱᴛᴇᴍꜱ ᴅᴇᴠᴇʟᴏᴘᴍᴇɴᴛ ɪɴᴛᴇʀɴꜱʜɪᴘ │ ɪᴛ ɪɴᴛᴇʀɴꜱʜɪᴘ,,2022-01-13T13:14:53Z
Username_65584,"Durgapur, West Bengal, India",B.Tech Undergraduate . Programmer . Full-Stack Developer . UX Designer,he/him,2022-01-13T13:22:36Z
Username_65585,Kottayam,"planning the venture, (Again)",,2022-01-13T13:28:11Z
Username_65586,China,回首往昔，更进一步,,2022-01-13T13:21:55Z
Username_65587,"bengaluru,India","Developer & Trader
",he/him,2022-01-13T13:22:11Z
Username_65588,Russia,"Hello! My name is Anastasia Fillipova. I`m IT HR.
I have some interesting proposals for specialists from Russia, Belarus, Armenia, Kazakhstan, Kyrgyzstan.
",,2022-01-13T13:27:34Z
Username_65589,Pretoria,🐇,,2022-01-13T13:22:46Z
Username_65590,Brazil,@valmirrc1,,2022-01-13T13:23:56Z
Username_65591,France,"Développeur autodidacte depuis 2016.
Diplômé d'un BTS SNIR en 2021.",,2022-01-13T13:25:32Z
Username_65592,Brazil,PhD in Ecology working with invasive species. Postdoctoral fellow at the Federal University of the Rio de Janeiro State.,,2022-01-13T13:26:50Z
Username_65593,Pakistan,I am a Web Developer with more than 1 year of experience. I have completed projects in PHP and Codeigniter3. I also have experience in Web Designing.,,2022-01-13T13:22:09Z
Username_65594,French,"Hi, I’m Quentin
I’m interested by video games / badminton and music.
I’m currently learning PHP / C++",,2022-01-13T13:27:02Z
Username_65595,"Brussels, Belgium","A fine consulting partner is where people get stuck a lot but only if they do not see a professional like us. In addition, web development is not far away from ",,2022-01-13T13:27:42Z
Username_65596,Darmstadt,"Astrophysicist
Senior Spacecraft Operator",,2022-01-13T13:24:12Z
Username_65597,"Russia, Tver","◈ C#                                                                                      
◈ ASP .NET Core
◈ EF Core
◈ SQL",,2022-01-13T13:28:26Z
Username_65598,"Addis Ababa, Ethiopia","Full-stack Web developer | Django, JavaScript, React, RoR. | Computer Science enthusiast. | Looking for my next job!",,2022-01-13T13:34:12Z
Username_65599,Korea/Daegu,"🍀 Growing to be a BackEnd Developer                                


🤟 enjoy everything",,2022-01-13T13:35:20Z
Username_65600,Russia,"//Septimus Gorne
",,2022-01-13T13:31:34Z
Username_65601,Mumbai,Analytical storyteller with a passion for decoding data and transforming insights into actionable strategies and great communication skills,,2022-01-13T13:30:55Z
Username_65602,Toledo,I'm a Web Developer and Telecom tech. I love all about full stack development and Java and JS technologies.,,2022-01-13T13:38:43Z
Username_65603,Kolkata,"Hello! I'm Swapnadip, a Chemical Engineer turned tech enthusiast with a passion for Data Science, AI/ML, DBMS, and Full Stack Development.",he/him,2022-01-13T13:36:34Z
Username_65604,Dourados/MS,Perfil criado para projetos DB1,,2022-01-13T13:34:18Z
Username_65605,Amman-Jordan,a programmer with bachelors degree at computer information systems ,,2022-01-13T13:32:34Z
Username_65606,Vienna,Bioinformatician and data analyst.,he/him,2022-01-13T13:31:39Z
Username_65607,"Minneapolis, MN",Licensed physical therapist in MN and CA transitioning from a career in clinical healthcare to data analytics. ,,2022-01-13T13:37:00Z
Username_65608,New Delhi,Sad Developer,he/him,2022-01-13T13:36:04Z
Username_65609,Jl JAMBANGAN SURABAYA 139 60232 ,King ABDULAZIZ 10 Nov X+SAW +Asyabab,,2022-01-13T13:39:32Z
Username_65610,Wien,A little student,,2022-01-13T13:33:43Z
Username_65611,India,"A unit of Khandelwal group, are one of the finest and renowned companies in the world, in the field of steel wire manufacturing.",,2022-01-13T13:30:08Z
Username_65612,中国，河北,Make 13 Zhong Great Again!,,2022-01-13T13:30:25Z
Username_65613,"Indore,India",Backend Developer,,2022-01-13T13:39:07Z
Username_65614,Egypt,STING WEB,,2022-01-13T13:32:30Z
Username_65615,"Murfreesboro, TN","I am currently learning HTML, CSS, Git, Github and other skills to become a front-end web developer. ",he/him,2022-01-13T13:35:47Z
Username_65616,"1970​ Road​ Dindaeng, District​ Dindaeng, County​ Dindaeng, Bangkok​ 10400​ Thailand​",https://www.pinterest.com/arnontlovesuthidaforever,,2022-01-13T13:39:09Z
Username_65617,Adamawa,<<Humanity>>,,2022-01-13T13:33:30Z
Username_65618,Botswana,Aspiring front-end developer with a strong interest in the inner workings of software systems 🤓,he/him,2022-01-13T13:45:09Z
Username_65619,Paris,:man_technologist: ,,2022-01-13T13:43:11Z
Username_65620,"Mohali, Punjab","As an enthusiastic and driven computer science engineering student with a passion for hackathons, I am eager to make my mark as a Full-Stack Developer.",he/him,2022-01-13T13:40:11Z
Username_65621,Buchholz in der Nordheide,slatt,,2022-01-13T13:40:01Z
Username_65622,"France , Clermont-Ferrand","Hello !
I'm Alexis and currently i am a web developer student ",,2022-01-13T13:49:31Z
Username_65623,Indonesia,ordinary man with programming skils,he/him,2022-01-13T13:41:03Z
Username_65624,"Lagos, Nigeria","Administrator in the IT Department of State Birland
CEO ""Netpayzone"" netpayzone.com, Founder ""Infotechpreneur"" infotechpreneur.com, Co-Owner coinscriber.com",,2022-01-13T13:47:59Z
Username_65625,South Africa,On-demand beauty services app,,2022-01-13T13:41:24Z
Username_65626,"Chennai, IN",Developer,,2022-01-13T13:43:54Z
Username_65627,Mossoro/RN,CEO - Aguitech,,2022-01-13T13:46:53Z
Username_65628,"Addis Ababa, Ethiopia",Blessed ,he/him,2022-01-13T13:46:20Z
Username_65629,Germany,I am Uploading some Codingstuff,,2022-01-13T13:42:49Z
Username_65630,Pune,"I am a Computer Engineering student.
Open and Ready to work and Explore.
",,2022-01-13T13:43:08Z
Username_65631,Sri Lanka,"I am a networking undergraduate student who loves doing cool projects, and interested in Software Quality Assurance, Web Development, and Cloud Computing.",,2022-01-13T13:44:37Z
Username_65632,Toronto,oink oink,,2022-01-13T13:49:20Z
Username_65633,Pune/ Mumbai,Curious full-stack developer with an appetite for learning and a passion for turning ideas into code.,he/him,2022-01-13T13:54:42Z
Username_65634,"Detroit, Mi",A Junior iOS Developer with a good understanding of Swift and SwiftUI ,he/him,2022-01-13T13:51:26Z
Username_65635,Moscow,"I'm looking for a job as DA!
I am interested in EBM, immunology, vaccination.
",,2022-01-13T13:52:27Z
Username_65636,Sabadell,"Mathematician (UAB)  \            

Deep Learning engineer (UPC)",he/him,2022-01-13T13:50:34Z
Username_65637,Philippines,Learning. Learning. Learning.,he/him,2022-01-13T13:56:04Z
Username_65638,"DELHI, INDIA","Hey there , Myself Aman Muhal . I am a sophomore of NSUT, New Delhi.",he/him,2022-01-13T13:59:26Z
Username_65639,Moscow,Go Backend Dev,,2022-01-13T13:58:13Z
Username_65640,"Moscow, Russia",Junior QA Engineer,she/her,2022-01-13T13:55:05Z
Username_65641,"Montevideo, Uruguay",Salesforce Dev. ,,2022-01-13T13:55:42Z
Username_65642,kalyan Maharashtra India,Python Django Developer,he/him,2022-01-13T13:59:34Z
Username_65643,MH,Beekeeper,,2022-01-13T13:50:17Z
Username_65644,"São Gonçalo Do amarante, RN Brasil",Programador Apaixonado por Python e Rust.,,2022-01-13T13:56:18Z
Username_65645,Colombia,"Student at Henry, Full Stack Web Developer 🚀",,2022-01-13T13:58:18Z
Username_65646,Ecuador,"Industrial Engineer
LatAm
Data Engineering student",,2022-01-13T13:58:23Z
Username_65647,"Chapel Hill, NC",I am a sophomore at the UNC Chapel Hill pursuing a Bachelor of Arts in Journalism and Media with a concentration in visual journalism.,,2022-01-13T13:51:51Z
Username_65648,"WEST BENGAL, INDIA","Full stack developer
",,2022-01-13T13:52:45Z
Username_65649,nigeria,from the eastern part of nigeria 32 years old currently studying python language,,2022-01-13T13:55:49Z
Username_65650,Bangladesh ,NOOB HACKER BD,,2022-01-13T13:54:29Z
Username_65651,eheheheheheheheheheh,hwhehehehehehe,,2022-01-13T13:56:06Z
Username_65652,Nigeria,"👋 Yo! I'm Hasbiyallahu — part human, part everything else.
🛠️ I build things that (usually) work.
💡 Always chasing the next ""aha!"" moment — with Python, c",he/him,2022-01-13T13:54:40Z
Username_65653,Japan,Data Science in Agriculture and Education,,2022-01-13T13:57:07Z
Username_65654,"Rio de Janeiro, Brasil","Sou um amante do mundo Tech, estudante de Análise e Desenvolvimento de Sistemas e estou me especializando em Desenvolvimento Web.",,2022-01-13T14:00:39Z
Username_65655,Egypt,"Computer Science Student, Competitive Programmer",,2022-01-13T14:02:25Z
Username_65656,Rio de Janeiro,👨‍💻 A Backend Developer Passionate About Technology,,2022-01-13T14:09:40Z
Username_65657,Adana,The wings of application glide in the wind of architecture,,2022-01-13T14:04:25Z
Username_65658,Singapore,"Hi, this is Zhiyang",,2022-01-13T14:06:26Z
Username_65659,Berlin,Big Data Enthusiast. Love working with numbers and extracting information out of data lakes.,,2022-01-13T14:01:07Z
Username_65660,Indore,Data Science & Analytics | Python | SQL | Excel | Power BI,she/her,2022-01-13T14:00:55Z
Username_65661,Thailand,Top-Versatility,he/him,2022-01-13T14:02:04Z
Username_65662,South Korea,"
",,2022-01-13T14:08:14Z
Username_65663,"Baku, Azerbaijan",⍫ Кьюпингбука,,2022-01-13T14:04:46Z
Username_65664,Pakistan,"I am a BS Hons. Computer Science Graduate. I work in Html, CSS, JavaScript, Bootstrap and PHP. Now I am learning Laravel.",,2022-01-13T14:08:12Z
Username_65665,USA,It's a wild world,,2022-01-13T14:02:52Z
Username_65666,Denmark,AI Automation Architect | Crafting AI agents that transform business workflows. Serial entrepreneur in iGaming & Fintech | Helping businesses scale with AI.,,2022-01-13T14:06:01Z
Username_65667,Hanoi,"
",he/him,2022-01-13T14:04:23Z
Username_65668,"Munich, Germany",IT-Experte. Immobilienmakler. Aus Bogenhausen in München.,,2022-01-13T14:09:48Z
Username_65669,Maceió/Brazil,"Front-end Developer, Graduanda Informations Systems 👩‍💻",,2022-01-13T14:19:07Z
Username_65670,Lisboa,Estudante de Ciências da Computação com ênfase em Full Stack Dev | I.T,,2022-01-13T14:15:47Z
Username_65671,"Munich, Germany",Ocean guy doing a PhD in ocean stuff,,2022-01-13T14:17:02Z
Username_65672,"Istanbul, Turkey",fresh graduate computer engineer with hands-on experience in backend development and a keen interest in cloud technologies.,,2022-01-13T14:11:07Z
Username_65673,"Bello, Antioquia, CO","Juan Esteban Hernandez Pedraza is a self-taught person formed by the school/academy Holberton School dedicated at forming new generation of developers, experien",he/him,2022-01-13T14:13:24Z
Username_65674,Republic of Korea - Gwangju,Back-End Developer,,2022-01-13T14:14:12Z
Username_65675,"Kerala , India","Passionate, highly motivated AI enthusiast good at analytical skills, programming, software development, problem
solving, AI, machine learning and Python.",he/him,2022-01-13T14:15:16Z
Username_65676,Bikaner,DevOps Engineer,,2022-01-13T14:11:14Z
Username_65677,"EU, Italy",Frontend Developer,he/him,2022-01-13T14:19:15Z
Username_65678,"Newark, NJ","Master of Public Health '23
Columbia University 
Mailman School of Public Health

Languages: R, SAS",,2022-01-13T14:13:01Z
Username_65679,Brasilia/DF,Data Analytics,he/him,2022-01-13T14:14:00Z
Username_65680,Saint Petersburg,"python backend developer
main stack: fastapi, aiogram, postgres, sqlalchemy/tortoise, redis, taskiq, kafka 
",,2022-01-13T14:14:42Z
Username_65681,"New York, NY","NYU Center for Data Science |

NYU CDS (MS), IIT Delhi (BS), U Waterloo (BS) | NTU Sg, ETS Montréal",,2022-01-13T14:11:06Z
Username_65682,India,Computer Science| Programmer | Copywriter & Content Writer | Blogger,,2022-01-13T14:10:18Z
Username_65683,China,"zhengyinloong come back!!!!  
a student and love programming",,2022-01-13T14:17:36Z
Username_65684,Vietnam,"I am Hung
I from VietNam",,2022-01-13T14:16:34Z
Username_65685,Brazil,"Hello, my name is Erislandio, but you can call me Eris",,2022-01-13T14:13:02Z
Username_65686,"Nairobi, Kenya","Ben is an Innovator, Technology Enthusiast, Visual Communicator, Product-Focused Designer and Brand Development Expert. ",,2022-01-13T14:18:26Z
Username_65687,delhi,It’s not a bug. It’s an undocumented feature.,,2022-01-13T14:16:26Z
Username_65688,"New York, NY","Urban Planner, Ph.D. Candidate, Climate and Health Program, Columbia University Mailman School of Public Health. ",,2022-01-13T14:13:37Z
Username_65689,Satara Maharashtra,Skill Is Not Important Will Is Important.,,2022-01-13T14:14:56Z
Username_65690,"Abuja, Nigeria",Python Web Developer | Rust Coder | Cyber Analyst in Training | ...,he/him,2022-01-13T14:11:38Z
Username_65691,Brazil,Software Engineering Student 🤖,she/her,2022-01-13T14:24:32Z
Username_65692,Izmir,Software Developer,,2022-01-13T14:21:55Z
Username_65693,São Paulo - Brazil,"Cursando Análise e desenvolvimento de sistema na FIAP.
Certificados em HTML5 e CSS3, Javascript ,Python e Java.",,2022-01-13T14:28:40Z
Username_65694,Xiamen University,"I am Shi Wangzheng, a student of Xiamen University. I want to study in Github and try to make some contributions to the community.",,2022-01-13T14:26:02Z
Username_65695,ALAORDN,"🎮 Unity Game Developer | Leveling Up Virtual Worlds 🚀

🌐 Building immersive experiences through Unity | Bringing dreams to life, one game at a time 🎲

�",he/him,2022-01-13T14:24:10Z
Username_65696,Madrid,I like kimchi ,she/her,2022-01-13T14:21:50Z
Username_65697,Toshkent,"Assalomu alaykum. 
I am Front-and developer

",,2022-01-13T14:27:26Z
Username_65698,Canada,Developer,,2022-01-13T14:22:31Z
Username_65699,"Brisbane, Queensland, Australia",Founding President @ Griffith Technology Association,,2022-01-13T14:23:29Z
Username_65700,Stockholm,"Ecologist, Microbiologist",,2022-01-13T14:27:15Z
Username_65701,INDONESIA,COCONUT,,2022-01-13T14:21:38Z
Username_65702,Finland,#kojoka,,2022-01-13T14:28:52Z
Username_65703,Việt Nam,"VSM - Digital Marketing ✔️ Chúng tôi chuyên cung cấp, tư vấn chiến lược marketing hiệu quả cho khách hàng.",,2022-01-13T14:27:59Z
Username_65704,Berli,hot,,2022-01-13T14:27:31Z
Username_65705,Nabatieh,Debugging 🐞,he/him,2022-01-13T14:27:08Z
Username_65706,"Baku, Azerbaijan","Java - Back-end developer
",,2022-01-13T14:28:29Z
Username_65707,Germany,Modding Games,,2022-01-13T14:27:06Z
Username_65708,Delhi,i am a java developer,Mr,2022-01-13T14:21:43Z
Username_65709,Pakistan,Software Engineer | Building Stuff Leveraging AI Tech,he/him,2022-01-13T14:34:22Z
Username_65710,Arena Magalu,"Analista Logístico, Cursando ADS - Faculdade  Impacta  |  

Futuro Dev - Fullstack",,2022-01-13T14:33:52Z
Username_65711,"Marignane, 13700 France",Etudiant en terminal STI2D option SIN,,2022-01-13T14:31:43Z
Username_65712,Estados Unidos,"CEO de Monkey Casting , Emprendedor y Filmmaker ",,2022-01-13T14:37:09Z
Username_65713,Pune,"I’m looking to contribute to organizations driving digital change—whether in consulting, strategy, analytics, or technology-driven operations.",he/him,2022-01-13T14:30:18Z
Username_65714,UMICH,bheppber,,2022-01-13T14:35:20Z
Username_65715,"Hamburg, Germany","Mechatronics Engineer |

Passion for Robotics and autonomous Systems |

HAWKS Racing Alumni (Formula Student)",,2022-01-13T14:32:58Z
Username_65716,Chapel Hill,Comp 110,,2022-01-13T14:37:11Z
Username_65717,"Sao Paulo, Sao Carlos, Brazil",Retired assistant professor at University of Sao Paulo,,2022-01-13T14:38:30Z
Username_65718,Los Angeles,"SWE @ Netflix, Sandia National Labs | Prev. AWS, Palantir | CS @ Oregon State University | Apple Pathways Alliance Scholar | ColorStack | SHPE",he/him,2022-01-13T14:31:12Z
Username_65719,Berlin,"👨‍💻 Full-stack developer with expertise in React, Node, Express, MongoDB and PostgreSQL ",he/him,2022-01-13T14:41:42Z
Username_65720,Vietnam,I am a undergraduate student of HCMUT ,he/him,2022-01-13T14:42:42Z
Username_65721,"Ternopil, Ukraine",A journey of a thousand miles begins with a single step,,2022-01-13T14:48:40Z
Username_65722,Italiy,Computer Science student.,,2022-01-13T14:45:11Z
Username_65723,"Dhaka, Bangladesh","I am a Software Engineering student.

I am learning HTML, CSS, JavaScript and C.",,2022-01-13T14:46:04Z
Username_65724,Eindhoven,"Cryptographer at TNO, the Dutch Research Institute for Applied Science.",,2022-01-13T14:42:06Z
Username_65725,"Cambridge, Massachusetts","
",,2022-01-13T14:49:47Z
Username_65726,Munich,"I help to turn ideas into prototypes and first sales by using startup methods, tools, and workflows.",,2022-01-13T14:47:30Z
Username_65727,india bhopal,"tech satudent for LNCT university
c programming language",,2022-01-13T14:43:28Z
Username_65728,Chapel Hill,"Student, Prospective Software Engineer",,2022-01-13T14:49:08Z
Username_65729,"Nanjing, Jiangsu Province","I am currently studying at Nanjing University of Aeronautics and Astronautics, majoring in information engineering",he/him,2022-01-13T14:43:05Z
Username_65730,127.0.0.1,Dad | Software Engineer | Entrepreneur | Crypto Enthusiast,,2022-01-13T14:44:49Z
Username_65731,bangalore ,"my name is kamana rajkumar, i had experience in to recruitment , currently working as team leader ",,2022-01-13T14:43:17Z
Username_65732,United Kingdom,"Gamermaps was founded in 2016, we provide interactive maps and associated tools for gaming communities.",,2022-01-13T14:40:57Z
Username_65733,Bengaluru,UI/UX Designer & Aspiring Frontend Developer,he/him,2022-01-13T14:48:25Z
Username_65734,Bangalore,"Microfocus
",,2022-01-13T14:45:20Z
Username_65735,Chennai,Developer @Zoho,she/her,2022-01-13T14:47:15Z
Username_65736,"Milan, Italy",Data Scientist,,2022-01-13T14:48:07Z
Username_65737,"Richmond, VA",Aspiring Data Analyst,,2022-01-13T14:40:37Z
Username_65738,japan,tou 4th generation,,2022-01-13T14:46:07Z
Username_65739,KARNATKA,Having arround 15+ years of experience in application development using C++/Linux/Windows,,2022-01-13T14:41:23Z
Username_65740,India,Full Stack Developer ( SDE-I),he/him,2022-01-13T14:56:47Z
Username_65741,::1,ʕ•́ᴥ•̀ʔっ,she/her,2022-01-13T14:58:30Z
Username_65742,Morocco,"Ex java developer.
Currently a DevOps engineer.


",,2022-01-13T14:52:44Z
Username_65743,Brasilia - Brasil,"Civil Engineer 
Studying Java",,2022-01-13T14:52:45Z
Username_65744,"Dharwad, Karnataka","studying in KLE Technological University, Dharwad, Karnataka.",,2022-01-13T14:54:18Z
Username_65745,Islamabad,Software Engineer,,2022-01-13T14:52:45Z
Username_65746,Barcelona Spain,PhD Student - Computer Vision,she/her,2022-01-13T14:55:58Z
Username_65747,North Carolina,Site reliability engineer.,,2022-01-13T14:54:05Z
Username_65748,Cameroon,"An Electrical and Electronics engineer, working currently on Robotics and and AI. ",,2022-01-13T14:51:33Z
Username_65749,Argentina,Desarrolladora Full Stack,,2022-01-13T14:57:07Z
Username_65750,Earth,"IT Professional, Cryptobook project co-founder  ",,2022-01-13T14:55:26Z
Username_65751,New Delhi,"4th year student at Greater Noida Institute of Technology, GGSIPU.
",,2022-01-13T14:50:05Z
Username_65752,"Pune, Maharastra",Cloud Engineer,,2022-01-13T14:58:02Z
Username_65753,China,i wanna do something with significance.,,2022-01-13T14:51:13Z
Username_65754,"Dayton, OH",Sales professional who also enjoys building useful tools and automations.,,2022-01-13T14:51:09Z
Username_65755,"RAJGURUNAGR,TAL KHED,DIST PUNE","Hi I am BCA Student Currently In Second Year Of My Graduation.
Currently I am Learning Web Dev Myself From Internet
",,2022-01-13T14:56:01Z
Username_65756,"Ankara, Turkey",UX Designer,,2022-01-13T14:55:09Z
Username_65757,Sweden,"Heya! I am Krille, a Swedish student who enjoys to play games with friends and code at times.",,2022-01-13T14:58:28Z
Username_65758,Buon Ma Thuot,Welcome to my GitHub,,2022-01-13T14:59:29Z
Username_65759,yemen - taiz,"Software engineer and Proffesional programmer, the Clean_coder.",,2022-01-13T15:00:23Z
Username_65760,Itacoatiara - AM,"💻 Técnico em Informática (100%)|📚 Eng de Software (99%)|👨‍💻 Especialista em PHP, HTML, CSS, JavaScript e Python|
Experiência com Framework
🤖ROS - 🐍Flask",he/him,2022-01-13T15:08:43Z
Username_65761,Coimbatore,Information Security || Tech👨🏻‍💻 || Web Technologies || LMS-TMS ||Linux || Chatbot || Microsoft Learn Student Ambassador'23 || 19 || #SmartIndiaHackathon Jr ,he/him,2022-01-13T15:04:00Z
Username_65762,"Dhaka,Bangladesh",Flutter Designer,,2022-01-13T15:05:12Z
Username_65763,"Umuahi, Abia State","I'm a dedicated tech enthusiast who thrives on continuous learning, adapting to new challenges, and embracing innovative solutions.",,2022-01-13T15:01:46Z
Username_65764,California,"Publisher of video games and game development content founded by Matt Hackett, author of How to Make a Video Game All By Yourself.",,2022-01-13T15:03:17Z
Username_65765,"Cádiz, Spain","Hi there! 
My name is Almu, I am a Physics student. I  am learning to code in C++, Python and Matlab",,2022-01-13T15:05:02Z
Username_65766,Dominican Republic," I like programming and I want to learn

",,2022-01-13T15:06:57Z
Username_65767,Chapel Hill,"Hi all! I am a student entering the field of Computer Science, and I'm very excited to be here!",,2022-01-13T15:02:57Z
Username_65768,Uttara,"I am a Quality Automation Engineer, having 7+ years of experience in the Software, Telco, and IT industries. I have worked with some complex software systems.",,2022-01-13T15:03:31Z
